partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility
Infosec,Python for Cybersecurity,"{"" Python Programming"","" Computer Programming""}",4.5,334,Intermediate , Specialization , 3 - 6 Months,false
University of Colorado Boulder,Introduction to Systems Engineering,"{"" Risk Management""}",5.0,17,Beginner , Specialization , 3 - 6 Months,false
University of Pennsylvania,People Analytics,"{"" Data Analysis"","" Human Resources"","" Human Resources Operations"","" Leadership and Management"","" Organizational Development"","" People Analysis"","" People Management"","" Performance Management"","" Talent Management"","" People Development"","" Collaboration""}",4.6,5.9k,Mixed , Course , 1 - 4 Weeks,false
University of Virginia,Foundations of Business Strategy,"{"" Entrepreneurship"","" Leadership and Management"","" Marketing"","" Sales"","" Strategy"","" Strategy and Operations"","" Market Analysis""}",4.8,2.9k,Beginner , Course , 1 - 4 Weeks,false
National Academy of Sports Medicine,Science of Diet and Exercise,"{""(35 reviews)""}",4.6,35,Intermediate , Specialization , 1 - 4 Weeks,false
"University of California, Irvine",Learn English: Advanced Grammar and Punctuation,"{"" Writing""}",4.8,2.5k,Advanced , Specialization , 3 - 6 Months,false
IBM,"Introduction to Containers w/ Docker, Kubernetes & OpenShift","{"" Kubernetes"","" Docker (Software)"","" Cloud Computing""}",4.4,630,Intermediate , Course , 1 - 3 Months,false
Imperial College London,Epidemiology for Public Health,"{"" Epidemiology"","" Data Analysis"","" General Statistics"","" Probability & Statistics"","" Critical Thinking"","" Statistical Tests"","" Research and Design"","" Statistical Analysis"","" Basic Descriptive Statistics"","" Biostatistics"","" Problem Solving"","" Regression"","" Experiment""}",4.8,1.1k,Beginner , Specialization , 1 - 3 Months,false
University of London,Machine Learning for All,"{"" Algorithms"","" Artificial Neural Networks"","" Deep Learning"","" Human Learning"","" Machine Learning"","" Machine Learning Algorithms"","" Statistical Machine Learning"","" Critical Thinking"","" Data Analysis"","" Decision Making"","" Training""}",4.7,3.3k,Beginner , Course , 1 - 4 Weeks,false
University of Colorado Boulder,Probability Theory: Foundation for Data Science,"{"" Probability & Statistics"","" General Statistics"","" Probability Distribution"","" Correlation And Dependence"","" Mathematics""}",4.4,138,Intermediate , Course , 1 - 3 Months,false
MedCerts,Medical Billing and Coding Essentials,"{""(82 reviews)""}",4.8,82,Beginner , Course , 1 - 4 Weeks,false
Stanford University,Evaluations of AI Applications in Healthcare,"{""(174 reviews)""}",4.5,174,Beginner , Course , 1 - 3 Months,false
Hebrew University of Jerusalem,Build a Modern Computer from First Principles: Nand to Tetris Part II (project-centered course),"{"" Computer Programming"","" Computer Architecture""}",4.9,492,Mixed , Course , 1 - 3 Months,false
Duke University,Introduction to Genetics and Evolution,"{""(1.5k reviews)""}",4.8,1.5k,Mixed , Course , 1 - 3 Months,false
University of London,Cyber Security Fundamentals,"{"" Computer Security Incident Management"","" Computer Security Models"","" Cryptography"","" Leadership and Management"","" Mobile Security"","" Risk Management"","" Security Engineering"","" System Security""}",4.7,117,Beginner , Course , 1 - 4 Weeks,false
Google,Introduction to Git and GitHub,"{"" Collaboration"","" Computer Programming"","" Python Programming""}",4.8,7k,Beginner , Course , 1 - 4 Weeks,false
"University of California, Irvine",Diversity and Inclusion for HR Professionals,"{"" Change Management"","" Culture"","" Human Resources"","" Leadership Development"","" Leadership and Management"","" Organizational Development"","" Critical Thinking"","" Human Resources Operations"","" Recruitment"","" Strategy and Operations""}",4.7,168,Beginner , Course , 1 - 4 Weeks,false
Arizona State University,AI Foundations: Prompt Engineering with ChatGPT,"{""(8 reviews)""}",3.9,8,Beginner , Course , 1 - 3 Months,false
University of London,Global Diplomacy: the United Nations in the World,"{""(1.5k reviews)""}",4.7,1.5k,Beginner , Course , 1 - 3 Months,false
Meta,Advertising with Meta,"{"" Advertising"","" Digital Marketing"","" Marketing"","" Media Strategy & Planning"","" Social Media"","" Marketing Management""}",4.8,2.2k,Beginner , Course , 1 - 3 Months,false
University of Geneva,Rédaction de contrats,"{"" Leadership and Management"","" Writing""}",4.8,759,Mixed , Course , 1 - 3 Months,false
"University of California, Irvine",Introduction to Cybersecurity & Risk Management,"{"" Leadership and Management"","" Risk Management""}",4.7,210,Beginner , Specialization , 1 - 3 Months,false
Copenhagen Business School,Business Models For Sustainability,"{""(23 reviews)""}",4.7,23,Beginner , Course , 1 - 3 Months,false
Duke University,FinTech Law and Policy,"{"" FinTech"","" Finance"","" Regulations and Compliance"","" Banking"","" Payments"","" Financial Management"","" BlockChain"","" Entrepreneurial Finance"","" Accounts Payable and Receivable"","" Securities Trading""}",4.8,813,Beginner , Course , 1 - 3 Months,false
University of California San Diego,Drug Discovery,"{""(3.5k reviews)""}",4.6,3.5k,Beginner , Course , 1 - 3 Months,false
Stanford University,Introduction to Logic,"{"" Computational Logic"","" Mathematics"","" Problem Solving"","" Critical Thinking""}",4.4,624,Intermediate , Course , 1 - 3 Months,false
Università Bocconi,Financing and Investing in Infrastructure,"{"" Finance"","" Investment Management"","" Leadership and Management"","" Project Management"","" Financial Analysis"","" Financial Management"","" Risk Management"","" Strategy and Operations"","" Contract Management"","" Business Analysis""}",4.8,1.9k,Mixed , Course , 1 - 3 Months,false
The University of Edinburgh,EDIVET: Do you have what it takes to be a veterinarian?,"{""(2.3k reviews)""}",4.8,2.3k,Mixed , Course , 1 - 3 Months,false
SAS,SAS Advanced Programmer,"{"" SAS (Software)"","" Statistical Programming"","" SQL"","" Databases"","" Computer Programming"","" Data Analysis"","" Data Management""}",4.8,345,Intermediate , Professional Certificate , 3 - 6 Months,true
Wesleyan University,Schizophrenia,"{""(2.1k reviews)""}",4.8,2.1k,Intermediate , Course , 1 - 3 Months,false
University of Pennsylvania,Negotiations,"{""(32 reviews)""}",4.5,32,Beginner , Course , 1 - 4 Weeks,false
Google,Google Data Analytics,"{""""}",None,None,"",None,None,false
Google,Google Cybersecurity,"{""""}",None,None,"",None,None,false
The University of Sydney,"Innovation Through Design: Think, Make, Break, Repeat","{"" Creativity"","" Critical Thinking"","" Design and Product"","" Innovation"","" Interactive Design"","" Problem Solving"","" Product Design"","" Research and Design"","" User Experience"","" User Experience Design""}",4.7,1.8k,Beginner , Course , 1 - 3 Months,false
University of Washington,Introduction to Public Speaking,"{"" Communication"","" Critical Thinking"","" Decision Making"","" Human Learning"","" Problem Solving"","" Process Analysis"","" Strategy"","" Continuous Delivery"","" Creativity"","" Professional Development"","" Writing""}",4.8,2k,Beginner , Course , 1 - 3 Months,false
University of Toronto,The Social Context of Mental Health and Illness,"{"" Communication""}",4.7,510,Mixed , Course , 1 - 3 Months,false
INSEAD,Blockchain Revolution in Financial Services,"{"" BlockChain"","" Finance"","" Cryptography"","" FinTech"","" Business Transformation"","" Innovation"","" Distributed Computing Architecture"","" Payments"","" Leadership and Management"","" System Security"","" Network Security"","" Accounting"","" Banking"","" Business Process Management"","" Financial Accounting"","" Financial Management"","" Organizational Development"","" Problem Solving"","" Security Strategy"","" Planning""}",4.7,923,Beginner , Specialization , 3 - 6 Months,false
ESSEC Business School,Diversité et inclusion sur le lieu de travail,"{"" Business Communication"","" Business Psychology"","" Collaboration"","" Conflict Management"","" Emotional Intelligence"","" Entrepreneurship"","" HR Tech"","" People Management"","" Strategy"","" Strategy and Operations""}",4.9,8,Beginner , Course , 1 - 4 Weeks,false
Technical University of Denmark (DTU),Introduction to Industrial Bioprocess Development,"{"" Experiment""}",4.8,115,Beginner , Course , 1 - 3 Months,false
Wesleyan University,Creative Writing: The Craft of Plot,"{"" Storytelling""}",4.7,4.7k,Mixed , Course , 1 - 4 Weeks,false
University of Leeds,Foundations of Software Testing and Validation,"{"" Software Testing""}",4.7,73,Beginner , Course , 1 - 4 Weeks,false
University of London,Responsive Website Development and Design,"{"" Web Development"","" Front-End Web Development"","" Javascript"","" Web Development Tools"","" Web Design"","" HTML and CSS"","" Interactive Design"","" Databases"","" Computer Programming"","" Programming Principles"","" Database Application"","" Back-End Web Development"","" User Experience"","" Decision Making"","" Design and Product"","" Application Development"","" Computational Thinking"","" Problem Solving"","" Process Analysis""}",4.5,7.5k,Beginner , Specialization , 3 - 6 Months,false
University of Michigan,High Stakes Leadership: Leading in Times of Crisis,"{"" Leadership and Management"","" Leadership Development"","" Entrepreneurship"","" Business Psychology"","" Finance"","" Human Resources"","" Human Resources Operations"","" Organizational Development"","" Risk Management"","" Communication"","" Change Management""}",4.7,407,Intermediate , Course , 1 - 4 Weeks,false
INSEAD,Web3 and Blockchain in Global Commerce,"{"" BlockChain"","" Finance"","" Leadership and Management"","" Cryptography"","" FinTech"","" Innovation"","" Strategy"","" Strategy and Operations"","" Business Transformation"","" Risk Management"","" System Security"","" Distributed Computing Architecture"","" Network Model"","" Network Security"","" Internet Of Things"","" Software Security""}",4.7,46,Beginner , Specialization , 3 - 6 Months,false
Google Cloud,Building Scalable Java Microservices with Spring Boot and Spring Cloud,"{"" Cloud Applications"","" Cloud Computing"","" Cloud Infrastructure"","" Cloud Platforms"","" Google App Engine"","" Google Cloud Platform"","" Java Programming"","" Kubernetes""}",4.3,1.2k,Intermediate , Course , 1 - 4 Weeks,false
The University of North Carolina at Chapel Hill,Positive Psychology,"{""(5.8k reviews)""}",4.7,5.8k,Mixed , Course , 1 - 3 Months,false
Fractal Analytics,GenAI for Everyone,"{"" Critical Thinking"","" Problem Solving""}",4.2,88,Beginner , Course , 1 - 4 Weeks,false
Macquarie University,Excel Fundamentals for Data Analysis,"{"" Business Analysis"","" Spreadsheet Software"","" Data Analysis"","" Leadership and Management"","" Microsoft Excel""}",4.8,3.5k,Intermediate , Course , 1 - 3 Months,false
University of Illinois at Urbana-Champaign,Formal Financial Accounting,"{"" Accounting"","" Accounts Payable and Receivable"","" Finance"","" Financial Accounting"","" General Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Payments"","" Cost Accounting"","" Financial Analysis""}",4.8,357,Beginner , Course , 1 - 3 Months,false
University of Virginia,Cost and Economics in Pricing Strategy,"{"" Entrepreneurship"","" Leadership and Management"","" Marketing"","" Sales"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Design and Product"","" Product Management"","" Product Strategy""}",4.8,649,Beginner , Course , 1 - 4 Weeks,false
"University of California, Irvine",Essentials of Management and Strategic Planning,"{"" Entrepreneurship"","" Leadership and Management"","" Strategy and Operations"","" Marketing"","" People Management"","" Planning"","" Sales"","" Strategy"","" Supply Chain and Logistics""}",4.6,92,Beginner , Course , 1 - 4 Weeks,false
University of Pennsylvania,English for Journalism,"{"" Journalism""}",4.8,2.7k,Mixed , Course , 1 - 3 Months,false
University System of Georgia,Professional Selling: 3 Steps to High-Performance,"{""(17 reviews)""}",4.7,17,Beginner , Specialization , 3 - 6 Months,false
University of London,Global Energy and Climate Policy,"{""(610 reviews)""}",4.7,610,Beginner , Course , 1 - 3 Months,false
Universidade de São Paulo,Marketing Digital,"{"" Digital Marketing"","" Marketing"","" Customer Analysis"","" Market Analysis"","" Social Media"","" E-Commerce"","" Strategy"","" Marketing Design"","" Media Strategy & Planning"","" Product Marketing"","" Search Engine Optimization""}",4.8,2.1k,Beginner , Course , 1 - 3 Months,false
"University of Maryland, College Park",Fundamentals of Technology Sales,"{"" Communication"","" Problem Solving"","" Sales"","" Business Communication"","" Decision Making"","" Sales Systems"","" Negotiation""}",4.6,69,Beginner , Course , 1 - 3 Months,false
University of Toronto,Aboriginal Worldviews and Education,"{"" Critical Thinking""}",4.7,432,Beginner , Course , 1 - 3 Months,false
HEC Paris,Entrepreneurship Strategy: From Ideation to Exit,"{"" Entrepreneurship"","" Leadership and Management"","" Strategy and Operations"","" Business Development"","" Strategy"","" Decision Making"","" Entrepreneurial Finance"","" Marketing"","" Organizational Development"","" People Development"","" Sales""}",4.8,875,Beginner , Course , 1 - 4 Weeks,false
École des Ponts ParisTech,The hidden value – Lean in manufacturing and services,"{"" Strategy and Operations"","" Operations Management"","" Entrepreneurship"","" Performance Management"","" Business Process Management"","" Business Analysis"","" Business Psychology"","" Leadership and Management"","" Organizational Development""}",4.8,773,Beginner , Course , 1 - 4 Weeks,false
Coursera Project Network,Spreadsheets for Beginners using Google Sheets,"{"" Data Analysis"","" Microsoft Excel""}",4.7,2.1k,Beginner , Guided Project , Less Than 2 Hours,false
DeepLearning.AI,AI and Climate Change,"{"" Computer Vision""}",4.8,46,Beginner , Course , 1 - 4 Weeks,false
Google,Google Project Management:,"{""""}",None,None,"",None,None,false
Universidad Nacional Autónoma de México,Finanzas personales,"{"" Behavioral Economics"","" Benefits"","" Finance"","" Negotiation"","" Planning"","" Account Management"","" Emotional Intelligence"","" Investment Management"","" Strategy"","" Strategy and Operations""}",4.8,8.1k,Mixed , Course , 1 - 3 Months,false
Stanford University,Social and Economic Networks:  Models and Analysis,"{"" Network Analysis"","" Probability Distribution"","" Network Architecture"","" Mathematical Theory & Analysis"","" Statistical Analysis""}",4.8,714,Advanced , Course , 1 - 3 Months,false
University of London,Business and Marketing Strategies,"{"" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Market Analysis"","" Marketing"","" Marketing Management"","" Market Research"","" Operations Management""}",4.4,130,Beginner , Specialization , 3 - 6 Months,false
"University of Maryland, College Park",Interviewing and Resume Writing in English,"{"" Communication"","" Human Resources"","" Strategy"","" Writing"","" Business Communication"","" Leadership and Management"","" Marketing"","" Recruitment"","" Critical Thinking"","" Professional Development"","" Decision Making""}",4.6,710,Intermediate , Specialization , 3 - 6 Months,false
Fundação Instituto de Administração,Strategic Sales Management,"{"" Sales"","" Marketing"","" Strategy"","" Leadership and Management"","" Strategy and Operations"","" Customer Relationship Management"","" B2B Sales"","" Decision Making"","" Customer Analysis"","" Entrepreneurship"","" Market Analysis"","" Business Analysis"","" Business Intelligence""}",4.5,427,Intermediate , Specialization , 3 - 6 Months,false
The University of Melbourne,Essentials of Corporate Finance,"{"" Finance"","" Investment Management"","" Financial Analysis"","" Risk Management"","" Financial Management"","" Leadership and Management"","" Accounting"","" Financial Accounting"","" Management Accounting"","" Business Analysis"","" Decision Making"","" Market Analysis"","" Accounts Payable and Receivable"","" Cash Management"","" General Accounting"","" Securities Trading"","" Account Management"","" Operational Analysis"","" Banking"","" Correlation And Dependence"","" Probability & Statistics""}",4.6,1.8k,Intermediate , Specialization , 3 - 6 Months,false
University of Illinois at Urbana-Champaign,Innovation: From Creativity to Entrepreneurship,"{"" Entrepreneurship"","" Leadership and Management"","" Innovation"","" Strategy"","" Strategy and Operations"","" Research and Design"","" Creativity"","" Critical Thinking"","" Marketing"","" Business Psychology"","" Decision Making"","" Business Analysis"","" Business Development"","" Communication"","" Human Learning"","" Problem Solving"","" People Analysis"","" Sales"","" Collaboration"","" Emotional Intelligence"","" Influencing"","" Product Strategy"","" Business Design"","" Human Resources"","" People Management"","" Storytelling"","" Entrepreneurial Finance"","" Market Analysis"","" Experiment"","" Finance""}",4.8,3.2k,Beginner , Specialization , 3 - 6 Months,true
Coursera Project Network,Excel for Beginners: Pivot Tables,"{"" Microsoft Excel""}",4.6,52,Beginner , Guided Project , Less Than 2 Hours,false
University of Massachusetts Global,Bachelor of Arts in Psychology,None,None,None,None,Degree , 1 - 4 Years,true
Pontificia Universidad Católica de Chile,Magíster en Salud Pública Global,None,None,None,None,Degree , 24 meses.,true
Universidad de los Andes,Maestría en Inteligencia Artificial,None,None,None,None,Degree , 24 meses,true
Universidad de los Andes,Maestría en Ingeniería de Software,"{"" Software Engineering"","" Correlation And Dependence"","" HTML and CSS"","" System Programming"","" Web Design"","" Web Development"","" Computer Programming"","" Angular"","" Data Model"","" DevOps"","" Leadership and Management"","" Python Programming"","" Scrum (Software Development)"","" User Experience""}",None,None,None,Degree , 26 meses,true
Illinois Institute of Technology,Master of Information Technology,None,None,None,None,Degree , 1 - 4 Years,true
Universidad de los Andes,"Analítica de datos: visualización, predicción y toma de decisiones",None,None,None,None,Mastertrack , 4 meses,true
Universidad de los Andes,Introducción a la Inteligencia Artificial,None,None,None,None,Mastertrack , 4 meses,true
Universidad de Palermo,Administración de Empresas Certificado MasterTrack®,"{"" Marketing""}",None,None,None,Mastertrack , 4 meses,true
Universidad de los Andes,Principios de ingeniería de software automatizada y ágil Programa de Certificado MasterTrack®,"{"" Software Engineering"","" Correlation And Dependence"","" HTML and CSS"","" System Programming"","" Web Design"","" Web Development"","" Computer Programming"","" Angular"","" Python Programming""}",None,None,None,Mastertrack , 4 meses,true
Pontificia Universidad Católica de Chile,Certificado en Gestión de Inversiones,None,None,None,None,Mastertrack , 6 meses,true
University of Michigan,Sustainability and Development MasterTrack® Certificate,"{"" Epidemiology""}",None,None,None,Mastertrack , 4-6 months to complete,true
Pontificia Universidad Católica de Chile,Certificado en Bases de la Salud Pública,None,None,None,None,Mastertrack , 4 meses,true
Rutgers University,Supply Chain Excellence MasterTrack® Certificate,None,None,None,None,Mastertrack , 4 months to complete,true
Universidad de los Andes,Metodologías ágiles de desarrollo de software Programa de Certificado MasterTrack®,"{"" Scrum (Software Development)""}",None,None,None,Mastertrack , 4 meses,true
Pontificia Universidad Católica de Chile,Certificado en Toma de Decisiones Basadas en Datos,"{"" SQL""}",None,None,None,Mastertrack , 6 meses,true
Pontificia Universidad Católica de Chile,Certificado en Finanzas Corporativas,None,None,None,None,Mastertrack , 6 meses,true
Pontificia Universidad Católica de Chile,Certificado en Gestión y Políticas en Salud Pública,None,None,None,None,Mastertrack , 4 meses,true
University of Illinois at Urbana-Champaign,Instructional Design MasterTrack® Certificate,"{"" Creativity""}",None,None,None,Mastertrack , 4 months,true
University of Michigan,Construction Engineering and Management MasterTrack® Certificate,"{"" Accounting"","" Finance"","" Leadership and Management"","" Planning""}",None,None,None,Mastertrack , 6-7 months to complete,true
Pontificia Universidad Católica de Chile,Certificado en Introducción a la Ciencia de Datos,"{"" Leadership and Management"","" Strategy"","" Finance"","" Financial Analysis"","" General Statistics"","" Machine Learning"","" Python Programming""}",None,None,None,Mastertrack , 4 meses,true
University of Michigan,Social Work MasterTrack® Certificate,"{"" Communication"","" Problem Solving"","" Writing""}",None,None,None,Mastertrack , 4 months,true
Pontificia Universidad Católica de Chile,Certificado en Modelos Analíticos para la Toma de Decisiones de Negocio,None,None,None,None,Mastertrack , 6 meses,true
University of Pennsylvania,Master of Computer and Information Technology,"{"" Computer Programming"","" Data Structures"","" Databases"","" Graph Theory"","" Operating Systems"","" Python Programming""}",None,None,None,Degree , 16 – 60 months,true
Illinois Institute of Technology,Bachelor in Information Technology,None,None,None,None,Degree , 1 - 4 Years,true
University of London,Master of Science in Cyber Security,None,None,None,None,Degree , 24 - 60 months,true
Louisiana State University,Master of Science in Construction Management,None,None,None,None,Degree , 1 - 4 Years,true
Universidad de los Andes,Maestría en Inteligencia Analítica de Datos,"{"" Computer Programming"","" Extract"","" Transform"","" Load"","" Python Programming""}",None,None,None,Degree , 24 meses,true
Imperial College London,Master of Science in Machine Learning and Data Science,None,None,None,None,Degree , 24 months,true
S.P. Jain Institute of Management and Research,Post Graduate Diploma in Management Online,None,None,None,None,Postgraduate Diploma , 6 - 12 Months,false
Pontificia Universidad Católica de Chile,Magíster en Inversiones y Finanzas Aplicadas,None,None,None,None,Degree , 24 meses.,true
Louisiana State University,Master of Arts in Education - Educational Technology,None,None,None,None,Degree , 1 - 4 Years,true
University of North Texas,Bachelor of Applied Arts and Sciences,"{"" Communication"","" Critical Thinking"","" Negotiation"","" Sales"","" Writing""}",None,None,None,Degree , 15+ hours of study/wk per course,true
University of Michigan,Master of Public Health,"{"" Epidemiology""}",None,None,None,Degree , 2 years,true
Universidad de Palermo,Maestría en Dirección de Empresas (MBA),"{"" Big Data"","" Marketing""}",None,None,None,Degree , 24 meses,true
University of London,Bachelor of Science in Business Administration,None,None,None,None,Degree , 3 – 6 years,true
Northeastern University,MS in Management: Healthcare,"{"" Data Analysis"","" Data Management"","" Financial Analysis"","" Generally Accepted Accounting Principles (GAAP)"","" Operations Management"","" Process Analysis"","" Project Management""}",None,None,None,Degree , 12 months,true
Dartmouth College,Master of Engineering in Computer Engineering,None,None,None,None,Degree , 1 - 4 Years,true
University of Illinois at Urbana-Champaign,Master of Science in Management,"{"" Leadership and Management"","" Accounting"","" Financial Accounting"","" Finance"","" Financial Analysis"","" Business Analysis"","" Strategy"","" Marketing"","" Financial Management"","" Critical Thinking"","" Decision Making"","" Strategy and Operations"","" Data Analysis"","" General Accounting"","" Market Analysis"","" Generally Accepted Accounting Principles (GAAP)"","" Taxes"","" Entrepreneurship"","" Management Accounting"","" Market Research"","" Investment Management"","" Communication"","" Risk Management"","" Mergers & Acquisitions"","" Problem Solving"","" Regulations and Compliance"","" Cost Accounting"","" Digital Marketing"","" Account Management"","" Accounts Payable and Receivable"","" Business Development"","" Corporate Accouting"","" Marketing Management"","" Business Process Management"","" Business Psychology"","" Data Management"","" Exploratory Data Analysis"","" Statistical Programming"","" Media Strategy & Planning"","" Probability & Statistics"","" Data Visualization"","" Culture"","" Leadership Development"","" Audit"","" Innovation"","" Planning"","" Business Transformation"","" Product Strategy"","" Research and Design"","" Banking"","" Performance Management"","" Brand Management"","" Business Intelligence"","" Cash Management"","" Customer Analysis"","" Python Programming"","" Sales"","" Statistical Analysis"","" Social Media"","" Organizational Development"","" People Analysis"","" Behavioral Economics"","" Business Communication"","" Creativity"","" Product Management"","" Securities Trading"","" Data Analysis Software"","" Human Learning"","" Machine Learning"","" Business Design"","" Advertising"","" Customer Relationship Management"","" Process Analysis"","" R Programming"","" Correlation And Dependence"","" Design and Product"","" General Statistics"","" Influencing"","" People Management"","" Interactive Data Visualization"","" Adaptability"","" Change Management"","" Conflict Management"","" Marketing Design"","" Operational Analysis"","" Project Management"","" Advertising Sales"","" Basic Descriptive Statistics"","" Collaboration"","" Emotional Intelligence"","" Human Resources"","" Regression"","" Statistical Machine Learning"","" Negotiation"","" Benefits"","" Big Data"","" Budget Management"","" Data Model"","" Operations Management"","" Plot (Graphics)"","" Product Design"","" Data Visualization Software"","" Probability Distribution"","" Statistical Tests"","" Storytelling"","" Algorithms"","" Computer Programming"","" Data Mining"","" Employee Relations"","" Product Lifecycle"","" Securities Sales"","" Business Research"","" Data Structures"","" Machine Learning Algorithms"","" Visualization (Computer Graphics)"","" Contract Management"","" Extract"","" Transform"","" Load"","" Supply Chain and Logistics"","" Databases"","" Entrepreneurial Finance"","" Forecasting"","" Game Theory"","" Visual Design"","" Accounting Software"","" Econometrics"","" Experiment"","" Natural Language Processing"","" SQL"","" Theoretical Computer Science"","" Data Architecture"","" Microsoft Excel""}",None,None,None,Degree , 1 year,true
IIT Roorkee,Executive MBA,"{"" Business Analysis"","" Business Communication"","" Business Development"","" Cloud Computing"","" Conflict Management"","" Data Analysis"","" Emotional Intelligence"","" Financial Accounting"","" Forecasting"","" Generally Accepted Accounting Principles (GAAP)"","" Information Technology"","" Leadership and Management"","" Market Analysis"","" Market Research"","" Marketing"","" Negotiation"","" Network Model"","" Operations Management"","" Planning"","" Product Design"","" Project Management""}",None,None,None,Degree , 24 to 60 months,true
Louisiana State University,Master of Arts in Education - Higher Education Administration,None,None,None,None,Degree , 1 - 4 Years,true
University of North Texas,Bachelor of Science in General Business,"{"" Critical Thinking"","" Sales"","" Writing""}",None,None,None,Degree , 4 years,true
Northeastern University,Master of Science in Information Systems,None,None,None,None,Degree , 1 - 4 Years,true
University of Illinois at Urbana-Champaign,Master of Computer Science (feat. Data Science Track),None,None,None,None,Degree , 1 – 3 years,true
University of Colorado Boulder,Master of Science in Data Science,"{"" Algorithms"","" Leadership and Management"","" Mathematics"","" Probability & Statistics"","" General Statistics"","" Problem Solving"","" Theoretical Computer Science"","" Computer Programming"","" Communication"","" Databases"","" Critical Thinking"","" Data Structures"","" Data Management"","" Estimation"","" Finance"","" Data Analysis"","" Design and Product"","" Research and Design"","" Systems Design"","" Mathematical Theory & Analysis"","" Database Design"","" Hardware Design"","" Writing"","" Data Model"","" Project Management"","" Strategy and Operations"","" Machine Learning"","" Probability Distribution"","" SQL"","" Computational Logic"","" Decision Making"","" Strategy"","" Database Theory"","" Database Administration"","" PostgreSQL"","" Computer Architecture"","" Operating Systems"","" Computational Thinking"","" Computer Programming Tools"","" Graph Theory"","" Planning"","" Process Analysis"","" Statistical Tests"","" Internet Of Things"","" Correlation And Dependence"","" Database Application"","" Financial Analysis"","" Statistical Analysis"","" Algebra"","" Business Communication"","" Machine Learning Algorithms"","" Product Management"","" Regression"","" Agile Software Development"","" Business Analysis"","" Data Visualization"","" Product Design"","" Professional Development"","" Statistical Machine Learning"","" Computer Networking"","" Accounting"","" Business Process Management"","" Cost Accounting"","" Creativity"","" Linear Algebra"","" Python Programming"","" Material Handling"","" People Management"","" Programming Principles"","" Statistical Programming"","" System Programming"","" Calculus"","" Investment Management"","" Organizational Development"","" Risk Management"","" Deep Learning"","" Business Design"","" Entrepreneurship"","" Experiment"","" Performance Management"","" Product Development"","" Scrum (Software Development)"","" System Security"","" Computer Vision"","" Business Intelligence"","" Differential Equations"","" Financial Accounting"","" Network Security"","" Product Lifecycle"","" System Software"","" Visual Design"","" Financial Management"","" Graphic Design"","" Cloud Computing"","" Microarchitecture"","" Big Data"","" Collaboration"","" Distributed Computing Architecture"","" Innovation"","" Market Analysis"","" Marketing"","" Network Architecture"","" Security Engineering"","" Software Engineering"","" Amazon Web Services"","" Cloud Applications"","" Cloud Platforms"","" Cloud Standards"","" Security Strategy"","" Applied Mathematics"","" Budget Management"","" Leadership Development"","" Linux"","" Network Analysis"","" Operations Management"","" Market Research"","" NoSQL"","" Data Mining"","" Negotiation"","" Product Strategy"","" R Programming"","" Dimensionality Reduction"","" Forecasting"","" Business"","" Computer Science"","" Data Science"","" Data Warehousing"","" Resilience""}",None,None,None,Degree , 2 years,true
Indian Statistical Institute,Postgraduate Diploma in Applied Statistics,"{"" Basic Descriptive Statistics"","" Bayesian Statistics"","" Correlation And Dependence"","" Data Analysis"","" General Statistics"","" Regression""}",None,None,None,Postgraduate Diploma , 6 - 12 Months,false
Louisiana State University,Master of Science in Analytics,None,None,None,None,Degree , 1 - 4 Years,true
